id,localName,checkNum,lat,lng
7297738,深圳发展银行(宝安支行),1,22.56083892,113.9113891
7301373,深圳信息职业技术学院(西门),1,22.56575186,114.091764
7308718,深圳时代物流有限公司,1,22.56943985,114.1153222
7311758,流星雨花店(深圳花店天虹购物广场分店),1,22.53161405,114.054672
7316202,皇岗口岸(地铁号线规划中),1,22.52721213,114.079047
7333599,求是大厦,1,22.53443896,114.014908
8015140,福贵超市,1,39.80066805,116.3515371
8015768,魅族服饰北京总库,1,39.80180708,116.3509078
8015847,九龙超市,1,39.80178107,116.341626
8016231,成都小吃(黄陈路),1,39.80254994,116.33425
8016896,腾达超市,1,39.80373299,116.3477901
8016951,美康超市,1,39.80393312,116.351911
8017833,福兰德连锁超市,1,39.8049871,116.3521591
8018565,顺达汽修,1,39.80545201,116.4108421
8024338,成都美食(城昌路),1,39.82092204,116.4973591
8029090,上海跃通木工机械,1,39.83179191,116.4287931
8053029,艺尚美容美发,1,39.85508701,116.3894569
8054092,小海龟儿童摄影,1,39.85575594,116.386318
8054490,清香坊美容美发厅,1,39.8559899,116.396904
8054943,天兰尾货服装城,1,39.8563981,116.3986069
8055031,鑫鑫水果店,1,39.85628897,116.386485
8055083,勤祥食品店,1,39.85635589,116.3865701
8055119,华佳旅馆,1,39.85645009,116.3965141
8055257,京烟零售,1,39.85654892,116.3951901
8055454,航空售票处,1,39.85663205,116.402417
8055457,山木培训(木樨园桥),1,39.85643001,116.4025001
8056209,钟爱今生,1,39.85712698,116.388335
8056561,老布特无糖食品,1,39.85741395,116.3913569
8056648,西罗园第二区社区(南门),1,39.85751201,116.3913039
8056894,宝汇苑(南门),1,39.85750094,116.3911909
8056896,北京华通润达中央空调有限责任公司,1,39.85757095,116.3911289
8057260,中铁快运(木樨园桥),1,39.857442,116.4026681
8057269,欢乐堂成人用品,1,39.85746697,116.4025139
8057273,好来服饰,1,39.85747495,116.402305
8057333,火车票机票代售处(木樨园桥),1,39.85747392,116.4022031
8057334,天运通讯(木樨园桥),1,39.85747495,116.4022121
8057348,招待所(木樨园桥),1,39.85747006,116.4020301
8057427,西罗园宾馆,1,39.85768908,116.3954191
8058627,绿源电动车天达利总店,1,39.85839711,116.386487
8059060,中国石化,1,39.85846196,116.4444982
8059759,四川饭店(定安南路),1,39.85904001,116.409091
8060001,西罗园第一医院,1,39.858769,116.394433
8062010,出口服装打折(马家堡东路),1,39.86026712,116.3865101
8062011,兰茜服装店,1,39.86023906,116.3865111
8062817,汇达公寓B座,1,39.86051599,116.390797
8062862,微笑宝宝儿童摄影,1,39.86089302,116.387057
8062890,真友休闲男装,1,39.86092596,116.3865209
8062978,国酒茅台(西罗园路),1,39.86097692,116.3907219
8068594,春阳招待所,1,39.86529397,116.3717841
8068595,北京嘉义典当责任有限公司,1,39.865295,116.371811
8068598,鑫宠宠物用品店,1,39.86529989,116.3718569
8068600,博爱超市,1,39.86531198,116.3722351
8069607,北京南站东进口,1,39.86562105,116.3799079
8069990,捷安特自行车电动车(开阳里三街),1,39.86581998,116.3734471
8070954,人民教育馨教育培训中心,1,39.86632205,116.44189
8071502,北京时尚兴裕印刷制版有限公司,1,39.86632488,116.3417159
8071509,北京佳信达艺术印刷有限公司,1,39.86659508,116.3418359
8073592,荣捷伟华汽配中心,1,39.86790903,116.3409079
8074718,CBA运动装备,1,39.86835293,116.3759751
8074720,东方时速52,1,39.86835293,116.3759751
8076845,北京星光世纪旅行社,1,39.87003097,116.3467789
8078759,黎昌海鲜大酒楼停车场,1,39.8710811,116.4441169
8083455,稻香村(左安门专卖店),1,39.87447096,116.4393818
8090737,北京世纪麒麟珠宝有限公司(六里桥分店),1,39.87914094,116.3123219
8093853,足韵皮鞋养护中心,1,39.88134794,116.317108
8096973,丰台区明帝职业技能培训学校,1,39.88301794,116.3162909
8099264,东方文化艺术学院少儿美术培训部,1,39.88402311,116.31481
8099401,崇文区中国青少年素质教育研究实践基地,1,39.8840159,116.437405
8103277,厚味居老北京炙子烤肉,1,39.88563593,116.390176
8105840,杭州风味小吃(万明路),1,39.88690707,116.3900731
8107316,东阳建筑工程公司(第八分公司),1,39.88794588,116.2867159
8110807,客房洗浴,1,39.88928592,116.29381
8111707,台球用品总汇(珠市口西大街),1,39.88959205,116.3915899
8116450,莲花池西里6号院2号楼,1,39.89157209,116.3056529
8116477,华威国际公寓酒店,1,39.89204001,116.442523
8116487,梦幻美容美发厅,1,39.89201197,116.3977892
8118822,广兴食品店,1,39.89266999,116.4455499
8123031,丽水湾畔家园(东门),1,39.89457405,116.4427661
8123538,崇文区炳文培训学校,1,39.8949401,116.4384431
8123815,北京均富创业商贸有限公司,1,39.89508106,116.3897439
8124565,蔚园停车场,1,39.89549597,116.256828
8124875,北京意昂智德公关策划有限公司,1,39.89560298,116.445738
8125840,中国移动营业厅(莲花池东路辅路),1,39.89586303,116.32447
8125854,北京星明鲜工贸有限公司,1,39.8958921,116.324642
8125858,南虹国际工贸有限公司,1,39.8958921,116.324642
8125864,中一会计师事务所有限责任公司,1,39.8958921,116.324642
8125868,北京中铁联合旅行社有限公司,1,39.8958921,116.324642
8125874,瑞尔威连锁饭店(北京西站店),1,39.8959011,116.3246742
8126033,友乐超市,1,39.89633093,116.4422639
